"stationName","parameters","value","datetime_UTC","localDateTime","unit","longitude","latitude"
"Bhaktpur ","pm25",57.9,"2019-07-21 04:16:37","2019-07-21 10:01:37","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",66.7,"2019-07-21 04:26:37","2019-07-21 10:11:37","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",48.5,"2019-07-21 04:36:59","2019-07-21 10:21:59","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",47.3,"2019-07-21 04:46:25","2019-07-21 10:31:25","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",51.8,"2019-07-21 04:56:55","2019-07-21 10:41:55","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",61.3,"2019-07-21 05:06:50","2019-07-21 10:51:50","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",44.3,"2019-07-21 05:16:47","2019-07-21 11:01:47","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",81.6,"2019-07-21 05:26:46","2019-07-21 11:11:46","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",50.6,"2019-07-21 05:39:51","2019-07-21 11:24:51","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",50.7,"2019-07-21 05:49:24","2019-07-21 11:34:24","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",56.5,"2019-07-21 05:59:32","2019-07-21 11:44:32","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",53.2,"2019-07-21 06:09:42","2019-07-21 11:54:42","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",51.1,"2019-07-21 06:19:25","2019-07-21 12:04:25","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",37.5,"2019-07-21 06:29:32","2019-07-21 12:14:32","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",35.5,"2019-07-21 06:39:56","2019-07-21 12:24:56","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",47.3,"2019-07-21 06:49:34","2019-07-21 12:34:34","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",46.6,"2019-07-21 06:59:23","2019-07-21 12:44:23","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",203.3,"2019-07-21 07:09:55","2019-07-21 12:54:55","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",46.5,"2019-07-21 07:19:57","2019-07-21 13:04:57","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",50.8,"2019-07-21 07:29:42","2019-07-21 13:14:42","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",57.2,"2019-07-21 07:39:30","2019-07-21 13:24:30","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",55.5,"2019-07-21 07:49:44","2019-07-21 13:34:44","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",63.3,"2019-07-21 07:59:24","2019-07-21 13:44:24","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",38,"2019-07-21 08:09:20","2019-07-21 13:54:20","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",42.2,"2019-07-21 08:19:51","2019-07-21 14:04:51","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",56.6,"2019-07-21 08:29:27","2019-07-21 14:14:27","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",66.6,"2019-07-21 08:39:45","2019-07-21 14:24:45","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",69.1,"2019-07-21 08:49:53","2019-07-21 14:34:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",68.1,"2019-07-21 08:59:26","2019-07-21 14:44:26","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",69.8,"2019-07-21 09:09:41","2019-07-21 14:54:41","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",60.2,"2019-07-21 09:19:33","2019-07-21 15:04:33","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",42.8,"2019-07-21 09:39:28","2019-07-21 15:24:28","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",41.4,"2019-07-21 09:49:49","2019-07-21 15:34:49","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",50.9,"2019-07-21 09:59:25","2019-07-21 15:44:25","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",79.6,"2019-07-21 10:09:29","2019-07-21 15:54:29","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",72.1,"2019-07-21 10:19:27","2019-07-21 16:04:27","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",74.3,"2019-07-21 10:29:29","2019-07-21 16:14:29","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",77.8,"2019-07-21 10:39:46","2019-07-21 16:24:46","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",45.5,"2019-07-21 10:49:59","2019-07-21 16:34:59","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",86.2,"2019-07-21 10:59:32","2019-07-21 16:44:32","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",75.2,"2019-07-21 11:09:31","2019-07-21 16:54:31","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",64.6,"2019-07-21 11:19:33","2019-07-21 17:04:33","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",42.1,"2019-07-21 11:39:41","2019-07-21 17:24:41","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",48.9,"2019-07-21 11:50:00","2019-07-21 17:35:00","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",46.4,"2019-07-21 11:59:41","2019-07-21 17:44:41","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",59.6,"2019-07-21 12:09:53","2019-07-21 17:54:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",64.5,"2019-07-21 12:19:48","2019-07-21 18:04:48","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",85.4,"2019-07-21 12:29:26","2019-07-21 18:14:26","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",74.9,"2019-07-21 12:39:24","2019-07-21 18:24:24","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",85.9,"2019-07-21 12:49:49","2019-07-21 18:34:49","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",64.6,"2019-07-21 12:59:43","2019-07-21 18:44:43","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",76.5,"2019-07-21 13:09:43","2019-07-21 18:54:43","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",77.6,"2019-07-21 13:19:31","2019-07-21 19:04:31","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",76.7,"2019-07-21 13:29:41","2019-07-21 19:14:41","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",77.7,"2019-07-21 13:39:57","2019-07-21 19:24:57","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",75.3,"2019-07-21 13:49:42","2019-07-21 19:34:42","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",70.2,"2019-07-21 13:59:37","2019-07-21 19:44:37","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",70.6,"2019-07-21 14:19:22","2019-07-21 20:04:22","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",82.7,"2019-07-21 14:29:21","2019-07-21 20:14:21","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",86.2,"2019-07-21 14:39:28","2019-07-21 20:24:28","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",102.8,"2019-07-21 14:49:58","2019-07-21 20:34:58","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",103.5,"2019-07-21 14:59:43","2019-07-21 20:44:43","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",93.6,"2019-07-21 15:09:52","2019-07-21 20:54:52","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",101.5,"2019-07-21 15:19:46","2019-07-21 21:04:46","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",100.6,"2019-07-21 15:29:31","2019-07-21 21:14:31","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",93.3,"2019-07-21 15:39:56","2019-07-21 21:24:56","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",86.7,"2019-07-21 15:49:51","2019-07-21 21:34:51","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",82.6,"2019-07-21 15:59:38","2019-07-21 21:44:38","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",84,"2019-07-21 16:09:54","2019-07-21 21:54:54","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",72.4,"2019-07-21 16:19:51","2019-07-21 22:04:51","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",89.3,"2019-07-21 16:39:49","2019-07-21 22:24:49","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",99.8,"2019-07-21 16:49:41","2019-07-21 22:34:41","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",97.5,"2019-07-21 16:54:58","2019-07-21 22:39:58","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",98,"2019-07-21 17:10:28","2019-07-21 22:55:28","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",98.7,"2019-07-21 17:19:32","2019-07-21 23:04:32","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",102.3,"2019-07-21 17:29:46","2019-07-21 23:14:46","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",100.9,"2019-07-21 17:39:24","2019-07-21 23:24:24","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",105.2,"2019-07-21 17:49:42","2019-07-21 23:34:42","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",105.9,"2019-07-21 17:59:30","2019-07-21 23:44:30","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",102.8,"2019-07-21 18:09:47","2019-07-21 23:54:47","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",104.4,"2019-07-21 18:19:39","2019-07-22 00:04:39","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",117.2,"2019-07-21 18:29:39","2019-07-22 00:14:39","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",105,"2019-07-21 18:39:28","2019-07-22 00:24:28","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",110.3,"2019-07-21 18:49:33","2019-07-22 00:34:33","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",122.9,"2019-07-21 18:59:31","2019-07-22 00:44:31","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",112.3,"2019-07-21 19:09:51","2019-07-22 00:54:51","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",116.5,"2019-07-21 19:19:21","2019-07-22 01:04:21","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",116.3,"2019-07-21 19:29:30","2019-07-22 01:14:30","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",43.9,"2019-07-21 19:39:36","2019-07-22 01:24:36","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",41.4,"2019-07-21 19:49:21","2019-07-22 01:34:21","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",20,"2019-07-21 19:59:53","2019-07-22 01:44:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",26,"2019-07-21 20:09:58","2019-07-22 01:54:58","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",29.2,"2019-07-21 20:19:50","2019-07-22 02:04:50","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",29.3,"2019-07-21 20:29:56","2019-07-22 02:14:56","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",30,"2019-07-21 20:39:29","2019-07-22 02:24:29","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",28.3,"2019-07-21 20:49:28","2019-07-22 02:34:28","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",30.7,"2019-07-21 20:59:57","2019-07-22 02:44:57","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",31.4,"2019-07-21 21:09:32","2019-07-22 02:54:32","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",36.1,"2019-07-21 21:39:40","2019-07-22 03:24:40","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",24.8,"2019-07-21 21:59:41","2019-07-22 03:44:41","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",24.1,"2019-07-21 22:09:30","2019-07-22 03:54:30","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",14.5,"2019-07-21 22:19:58","2019-07-22 04:04:58","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",25.9,"2019-07-21 22:29:41","2019-07-22 04:14:41","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",28,"2019-07-21 22:39:54","2019-07-22 04:24:54","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",27.4,"2019-07-21 22:49:46","2019-07-22 04:34:46","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",24.6,"2019-07-21 22:59:34","2019-07-22 04:44:34","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",28.9,"2019-07-21 23:09:26","2019-07-22 04:54:26","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",27.1,"2019-07-21 23:19:43","2019-07-22 05:04:43","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",28.7,"2019-07-21 23:29:38","2019-07-22 05:14:38","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",15.6,"2019-07-21 23:39:34","2019-07-22 05:24:34","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",28.6,"2019-07-21 23:49:44","2019-07-22 05:34:44","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",30.3,"2019-07-21 23:54:32","2019-07-22 05:39:32","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",27.5,"2019-07-22 00:30:00","2019-07-22 06:15:00","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",30.5,"2019-07-22 00:39:20","2019-07-22 06:24:20","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",27.4,"2019-07-22 00:49:46","2019-07-22 06:34:46","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",30.1,"2019-07-22 00:59:58","2019-07-22 06:44:58","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",31.6,"2019-07-22 01:04:43","2019-07-22 06:49:43","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",27.3,"2019-07-22 01:20:25","2019-07-22 07:05:25","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",24.3,"2019-07-22 01:39:56","2019-07-22 07:24:56","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",24.7,"2019-07-22 01:44:28","2019-07-22 07:29:28","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",26.3,"2019-07-22 02:00:26","2019-07-22 07:45:26","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",22,"2019-07-22 02:15:46","2019-07-22 08:00:46","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",19.2,"2019-07-22 02:29:51","2019-07-22 08:14:51","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",31.8,"2019-07-22 02:49:38","2019-07-22 08:34:38","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",26.2,"2019-07-22 02:59:25","2019-07-22 08:44:25","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",24.2,"2019-07-22 03:09:48","2019-07-22 08:54:48","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",24.6,"2019-07-22 03:19:52","2019-07-22 09:04:52","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",29.6,"2019-07-22 03:29:44","2019-07-22 09:14:44","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",23.8,"2019-07-22 03:39:27","2019-07-22 09:24:27","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",22.9,"2019-07-22 03:49:31","2019-07-22 09:34:31","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",60.1,"2019-07-22 06:19:53","2019-07-22 12:04:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",86.2,"2019-07-22 06:29:46","2019-07-22 12:14:46","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",88.5,"2019-07-22 06:39:34","2019-07-22 12:24:34","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",91.4,"2019-07-22 06:49:36","2019-07-22 12:34:36","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",60.3,"2019-07-22 06:59:58","2019-07-22 12:44:58","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",60.6,"2019-07-22 07:04:47","2019-07-22 12:49:47","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",93,"2019-07-22 07:19:24","2019-07-22 13:04:24","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",98.9,"2019-07-22 07:29:28","2019-07-22 13:14:28","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",92.5,"2019-07-22 07:39:29","2019-07-22 13:24:29","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",80,"2019-07-22 07:49:50","2019-07-22 13:34:50","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",86.2,"2019-07-22 07:59:45","2019-07-22 13:44:45","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",72,"2019-07-22 08:09:50","2019-07-22 13:54:50","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",67,"2019-07-22 08:19:23","2019-07-22 14:04:23","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",59.2,"2019-07-22 08:29:50","2019-07-22 14:14:50","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",92.6,"2019-07-22 08:39:54","2019-07-22 14:24:54","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",67,"2019-07-22 08:49:34","2019-07-22 14:34:34","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",59.9,"2019-07-22 08:59:39","2019-07-22 14:44:39","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",58.8,"2019-07-22 09:09:55","2019-07-22 14:54:55","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",96,"2019-07-22 09:19:23","2019-07-22 15:04:23","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",92.8,"2019-07-22 09:29:24","2019-07-22 15:14:24","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",53.9,"2019-07-22 09:39:32","2019-07-22 15:24:32","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",45.9,"2019-07-22 09:49:54","2019-07-22 15:34:54","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",75.7,"2019-07-22 10:00:00","2019-07-22 15:45:00","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",67.5,"2019-07-22 10:09:57","2019-07-22 15:54:57","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",83.3,"2019-07-22 10:19:33","2019-07-22 16:04:33","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",70,"2019-07-22 10:29:37","2019-07-22 16:14:37","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",95.2,"2019-07-22 10:39:26","2019-07-22 16:24:26","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",74.8,"2019-07-22 10:49:24","2019-07-22 16:34:24","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",68.1,"2019-07-22 10:59:33","2019-07-22 16:44:33","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",71.8,"2019-07-22 11:09:35","2019-07-22 16:54:35","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",62.1,"2019-07-22 11:19:29","2019-07-22 17:04:29","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",68.1,"2019-07-22 11:29:43","2019-07-22 17:14:43","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",62.4,"2019-07-22 11:39:29","2019-07-22 17:24:29","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",64.2,"2019-07-22 11:49:23","2019-07-22 17:34:23","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",63.8,"2019-07-22 11:59:36","2019-07-22 17:44:36","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",104.1,"2019-07-22 12:09:23","2019-07-22 17:54:23","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",67.1,"2019-07-22 12:19:36","2019-07-22 18:04:36","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",62.9,"2019-07-22 12:29:53","2019-07-22 18:14:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",84.2,"2019-07-22 12:39:41","2019-07-22 18:24:41","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",65.2,"2019-07-22 12:49:59","2019-07-22 18:34:59","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",79.2,"2019-07-22 12:59:45","2019-07-22 18:44:45","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",80.6,"2019-07-22 13:09:48","2019-07-22 18:54:48","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",89,"2019-07-22 13:19:53","2019-07-22 19:04:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",82.3,"2019-07-22 13:29:34","2019-07-22 19:14:34","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",106.3,"2019-07-22 13:39:52","2019-07-22 19:24:52","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",83.4,"2019-07-22 13:49:40","2019-07-22 19:34:40","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",108.6,"2019-07-22 13:59:41","2019-07-22 19:44:41","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",89.5,"2019-07-22 14:09:24","2019-07-22 19:54:24","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",101.8,"2019-07-22 14:29:52","2019-07-22 20:14:52","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",83.3,"2019-07-22 14:39:30","2019-07-22 20:24:30","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",66.5,"2019-07-22 14:49:39","2019-07-22 20:34:39","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",70.3,"2019-07-22 14:59:24","2019-07-22 20:44:24","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",73.8,"2019-07-22 15:09:58","2019-07-22 20:54:58","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",71.5,"2019-07-22 15:19:45","2019-07-22 21:04:45","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",72.2,"2019-07-22 15:29:53","2019-07-22 21:14:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",72.5,"2019-07-22 15:39:26","2019-07-22 21:24:26","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",76.3,"2019-07-22 15:49:24","2019-07-22 21:34:24","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",74.8,"2019-07-22 15:59:34","2019-07-22 21:44:34","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",75.2,"2019-07-22 16:09:29","2019-07-22 21:54:29","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",69.2,"2019-07-22 16:19:27","2019-07-22 22:04:27","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",84.1,"2019-07-22 16:29:31","2019-07-22 22:14:31","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",89.4,"2019-07-22 16:39:47","2019-07-22 22:24:47","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",75.7,"2019-07-22 16:59:40","2019-07-22 22:44:40","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",74,"2019-07-22 17:09:54","2019-07-22 22:54:54","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",77.6,"2019-07-22 17:19:50","2019-07-22 23:04:50","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",75.2,"2019-07-22 17:29:52","2019-07-22 23:14:52","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",73.5,"2019-07-22 17:39:39","2019-07-22 23:24:39","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",77.9,"2019-07-22 17:49:53","2019-07-22 23:34:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",79.9,"2019-07-22 17:59:28","2019-07-22 23:44:28","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",87.7,"2019-07-22 18:09:25","2019-07-22 23:54:25","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",87.1,"2019-07-22 18:19:53","2019-07-23 00:04:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",87.9,"2019-07-22 18:29:54","2019-07-23 00:14:54","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",95.8,"2019-07-22 18:39:32","2019-07-23 00:24:32","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",99.6,"2019-07-22 19:00:40","2019-07-23 00:45:40","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",85.5,"2019-07-22 19:09:31","2019-07-23 00:54:31","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",92.5,"2019-07-22 19:29:57","2019-07-23 01:14:57","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",91,"2019-07-22 19:49:21","2019-07-23 01:34:21","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",88,"2019-07-22 20:00:00","2019-07-23 01:45:00","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",92,"2019-07-22 20:09:50","2019-07-23 01:54:50","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",96.7,"2019-07-22 20:19:41","2019-07-23 02:04:41","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",98.3,"2019-07-22 20:29:53","2019-07-23 02:14:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",137.9,"2019-07-22 20:39:32","2019-07-23 02:24:32","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",99.6,"2019-07-22 20:49:29","2019-07-23 02:34:29","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",74.3,"2019-07-22 20:59:52","2019-07-23 02:44:52","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",75,"2019-07-22 21:09:39","2019-07-23 02:54:39","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",66,"2019-07-22 21:19:59","2019-07-23 03:04:59","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",67.9,"2019-07-22 21:29:53","2019-07-23 03:14:53","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",64,"2019-07-22 21:39:52","2019-07-23 03:24:52","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",111.5,"2019-07-22 22:00:37","2019-07-23 03:45:37","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",99.1,"2019-07-22 22:09:30","2019-07-23 03:54:30","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",97.4,"2019-07-22 22:14:20","2019-07-23 03:59:20","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",94.9,"2019-07-22 22:24:31","2019-07-23 04:09:31","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",101.1,"2019-07-22 22:39:57","2019-07-23 04:24:57","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",109.7,"2019-07-22 22:55:38","2019-07-23 04:40:38","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",110.3,"2019-07-22 23:09:50","2019-07-23 04:54:50","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",107.2,"2019-07-22 23:14:25","2019-07-23 04:59:25","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",90.1,"2019-07-22 23:33:22","2019-07-23 05:18:22","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",80.5,"2019-07-22 23:44:44","2019-07-23 05:29:44","µg/m3",85.417528,27.673762
"Bhaktpur ","pm25",73.3,"2019-07-23 00:00:52","2019-07-23 05:45:52","µg/m3",85.417528,27.673762
